iter	RMSE
240	0.06893857316
241	0.06876075464
242	0.0684007272
243	0.0679162623
244	0.06754922952
245	0.06726268737
246	0.06693574306
247	0.06655048294
248	0.06638836961
249	0.06624692148
250	0.06606179848
251	0.06588594205
252	0.06527195321
253	0.06501602517
254	0.06462513773
255	0.06415853024
256	0.06382816424
257	0.06359715025
258	0.0630981906
259	0.06293113357
260	0.06258637933
261	0.06208544986
262	0.06176040142
263	0.06148233072
264	0.06113317647
265	0.06084999486
266	0.06058266806
267	0.06027110331
268	0.05995198934
269	0.05953399701
270	0.0591958529
271	0.05901149672
272	0.05872260916
273	0.05849833008
274	0.05805329268
275	0.05769011159
276	0.05728282687
277	0.05686388269
278	0.05658659833
279	0.05641880678
280	0.05626456242
281	0.05590609741
282	0.0556116442
283	0.05526914987
284	0.05497047325
285	0.05471446774
286	0.05442865304
287	0.05418688806
288	0.05385820584
289	0.05360452301
290	0.05332344154
291	0.05315272736
292	0.05285492189
293	0.05258255974
294	0.05234715866
295	0.05208455703
296	0.05192515304
297	0.05157661554
298	0.05143289188
299	0.05116982115
300	0.05082177129
301	0.05060109235
302	0.05028109149
303	0.04992652035
304	0.0497191345
305	0.04944945665
306	0.04916356822
307	0.04899002015
308	0.04872668842
309	0.04857185199
310	0.04818282527
311	0.04800396557
312	0.04773101707
313	0.04742432107
314	0.0472797097
315	0.04692662371
316	0.0466470142
317	0.04632607019
318	0.04623914326
319	0.04599183837
320	0.04572940699
321	0.04548547966
322	0.04508542686
323	0.04501018743
324	0.04490060095
325	0.0447459304
326	0.04460621192
327	0.04427114943
328	0.04407520753
329	0.04387185733
330	0.04373494509
331	0.04360585438
332	0.04349003481
333	0.04331119004
334	0.04311916777
335	0.04297103613
336	0.04277530356
337	0.04257869286
338	0.04225716257
339	0.04198196963
340	0.04188396311
341	0.04167443352
342	0.04152890005
343	0.04129494465
344	0.04107346721
345	0.04078857982
346	0.04064728227
347	0.04046133462
348	0.04027382624
349	0.04013247831
350	0.03996685397
351	0.03983895907
352	0.03959573862
353	0.03941199696
354	0.03922575169
355	0.03905106134
356	0.03897656117
357	0.03888367249
358	0.03866313094
359	0.0385115896
360	0.0382761735
361	0.03801594494
362	0.0378334399
363	0.03766947727
364	0.03749299648
365	0.03732444156
366	0.03709503295
367	0.03702423006
368	0.03696896599
369	0.03668116853
370	0.03636868103
371	0.0362504826
372	0.03608991513
373	0.03588292264
374	0.03570079476
375	0.0355827907
376	0.03530634635
377	0.03515669146
378	0.03507492365
379	0.03495254667
380	0.03486125801
381	0.03478521602
382	0.03460191325
383	0.03446844337
384	0.03430232953
385	0.03408412457
386	0.033972729
387	0.03380644056
388	0.0336415769
389	0.03347424248
390	0.03330725097
391	0.0331939445
392	0.03302494021
393	0.03292042633
394	0.03284795378
395	0.0327025324
396	0.03252660733
397	0.03246065487
398	0.03224026701
399	0.0320960364
400	0.03185859593
401	0.03159213594
402	0.03143485036
403	0.03123838326
404	0.03112786552
405	0.03107178386
406	0.03093284021
407	0.03084576657
408	0.03061665406
409	0.03043013173
410	0.03029385462
411	0.03004988892
412	0.02998159339
413	0.02981212393
414	0.02965128675
415	0.02951440102
416	0.02942834489
417	0.02923936269
418	0.02906272069
419	0.02889643821
420	0.02878547834
421	0.02869241007
422	0.02851870416
423	0.02837312831
424	0.02818478674
425	0.02803160375
426	0.02795510468
427	0.02791646839
428	0.02775915032
429	0.02757184533
430	0.02741761502
431	0.0273299476
432	0.02712982029
433	0.02695867692
434	0.02688751123
435	0.02662617915
436	0.02647654504
437	0.02634642868
438	0.02620961674
439	0.02608484151
440	0.02601090118
441	0.02594278553
442	0.02577217946
443	0.02568558914
444	0.02553143682
445	0.02542170914
446	0.02537328086
447	0.02523689987
448	0.025140534
449	0.02506809727
450	0.0249497728
451	0.02475624582
452	0.02451080658
453	0.02443696463
454	0.02427032853
455	0.02418977682
456	0.02406331065
457	0.02393800842
458	0.02373400358
459	0.0236587452
460	0.02355722703
461	0.02339673568
462	0.02327927721
463	0.02315936309
464	0.02309501992
465	0.02295889426
466	0.02280398264
467	0.02274559702
468	0.02261202487
469	0.02250515763
470	0.02237052991
471	0.02220136214
472	0.02211184854
473	0.02201157422
474	0.02191539063
475	0.02185408959
476	0.02173950154
477	0.02161125458
478	0.02152452185
479	0.02142364842
480	0.02132256866
481	0.02125548906
482	0.02121761137
483	0.02110272959
484	0.02098570096
485	0.02083542576
486	0.02077771775
487	0.0207061198
488	0.02056522261
489	0.02044186799
490	0.02033480951
491	0.02023586773
492	0.02012955968
493	0.02007712993
494	0.01999000623
495	0.01991579682
496	0.01980069579
497	0.01971081496
498	0.01966200451
499	0.01953070511
500	0.0193907513
501	0.01935400961
502	0.01920627976
503	0.01916759382
504	0.01915590487
505	0.01901007351
506	0.01883362522
507	0.01882067747
508	0.01879214522
509	0.01866553297
510	0.0185443515
511	0.01849729741
512	0.0184405404
513	0.01833237493
514	0.01819674798
515	0.01811198402
516	0.01806022094
517	0.01797721442
518	0.01785583716
519	0.01770868201
520	0.01762731186
521	0.01754083499
522	0.01746384419
523	0.01734430301
524	0.01726006895
525	0.01717225017
526	0.01709643105
527	0.01698085864
528	0.01691218697
529	0.01687627626
530	0.01679495938
531	0.0166735811
532	0.0166147569
533	0.01657538862
534	0.01648529744
535	0.01637925863
536	0.01628839507
537	0.01622687995
538	0.01612573804
539	0.0160833728
540	0.01603695068
541	0.01596300339
542	0.01589549073
543	0.01584345463
544	0.01578577537
545	0.01572181978
546	0.0156648792
547	0.0156274672
548	0.01556896184
549	0.0154720899
550	0.01536048166
551	0.01524189531
552	0.01516769047
553	0.01512620908
554	0.01506108435
555	0.01496774332
556	0.01492658363
557	0.01483094466
558	0.0147959795
559	0.0147079136
560	0.01461387625
561	0.01452230711
562	0.01448475772
563	0.01444528803
564	0.01434579196
565	0.01425455761
566	0.01417073905
567	0.014111129
568	0.01401959334
569	0.0139856994
570	0.01388367961
571	0.01379207312
572	0.01372176613
573	0.0136218534
574	0.01356208281
575	0.01350257177
576	0.01347083373
577	0.01340232132
578	0.01329918059
579	0.01323108521
580	0.01312843326
581	0.01304496725
582	0.01299621932
583	0.01289885483
584	0.01286985285
585	0.01277706804
586	0.01270199875
587	0.01262190981
588	0.01254743848
589	0.01248162297
590	0.0124017872
591	0.01231620538
592	0.01227551835
593	0.01220446468
594	0.01213642036
595	0.01205538378
596	0.0120342977
597	0.01197610704
598	0.01193969858
599	0.01188980836
600	0.01181436209
601	0.01173812024
602	0.01168996327
603	0.01162327156
604	0.01155799464
605	0.01150131693
606	0.01144114121
607	0.01140683593
608	0.0113483451
609	0.01129060906
610	0.01123133587
611	0.01119769458
612	0.01115075078
613	0.01111445343
614	0.0110559552
615	0.01101365385
616	0.01095108186
617	0.01090109929
618	0.01082785239
619	0.01076241196
620	0.01074278086
621	0.01068343588
622	0.01066134201
623	0.01059933585
624	0.01054690713
625	0.0105235913
626	0.01046392875
627	0.01044335872
628	0.01037992711
629	0.01032332949
630	0.01028022534
631	0.01020900886
632	0.01014501049
633	0.01011420646
634	0.01007392554
635	0.01002558041
636	0.009999379593
637	0.009933608343
638	0.009891447134
639	0.009849955441
640	0.009794650564
641	0.009731970564
642	0.009691852041
643	0.009668282583
644	0.009608091449
645	0.009557335655
646	0.009519910862
647	0.009508876259
648	0.009476939164
649	0.009412308734
650	0.009378239871
651	0.009353622829
652	0.009302404137
653	0.009272174216
654	0.00921866987
655	0.009152849447
656	0.00910871008
657	0.009068778402
658	0.009013524785
659	0.008956776345
660	0.008914879049
661	0.008887988321
662	0.008857029254
663	0.008828731717
664	0.008808930563
665	0.008770987142
666	0.008722075467
667	0.008700877922
668	0.008671851369
669	0.00865565147
670	0.008621201331
671	0.008613937295
672	0.008560475697
673	0.008518062904
674	0.008460252088
675	0.008448726515
676	0.008415989682
677	0.008366589937
678	0.008325803233
679	0.008276130833
680	0.008223279555
681	0.008186747277
682	0.008159273581
683	0.008120310555
684	0.008064844554
685	0.008047051597
686	0.007999764643
687	0.007944220686
688	0.007893222781
689	0.007873941777
690	0.007838303195
691	0.007804712632
692	0.007750838208
693	0.007692659258
694	0.007647322228
695	0.007609283302
696	0.007566458661
697	0.007513275388
698	0.007451011411
699	0.007400147722
700	0.007356015268
701	0.00730940485
702	0.007304391554
703	0.007267524143
704	0.007257138835
705	0.00721900831
706	0.007189014773
707	0.007150973141
708	0.00711640759
709	0.007071635512
710	0.007036154071
711	0.006997810298
712	0.006968142899
713	0.006928963193
714	0.006891398861
715	0.006858444154
716	0.006820360534
717	0.006795165127
718	0.006746679181
719	0.006701823294
720	0.006656673952
721	0.006619735495
722	0.006596281894
723	0.006558714606
724	0.006509182317
725	0.006479785107
726	0.006438525345
727	0.006406531199
728	0.006392908185
729	0.006356245608
730	0.00632621454
731	0.006317204788
732	0.006296971172
733	0.006261265661
734	0.006237856044
735	0.006211316296
736	0.006188956745
737	0.00614846452
738	0.006105396413
739	0.006070527944
740	0.006039909376
741	0.006012920231
742	0.005996342667
743	0.005967952003
744	0.005949885169
745	0.005918433852
746	0.005876790674
747	0.00585236096
748	0.005834150114
749	0.00580630116
750	0.005781342884
751	0.00574686959
752	0.005711181191
753	0.005680664397
754	0.005658968135
755	0.005634890516
756	0.005607628088
757	0.005573297289
758	0.005543087365
759	0.005516539702
760	0.00547766599
761	0.005450798955
762	0.005424214147
763	0.005383911737
764	0.005365532505
765	0.005337333448
766	0.005313531632
767	0.005291450392
768	0.005263761283
769	0.005251896875
770	0.005226469948
771	0.005203556308
772	0.005170241635
773	0.005131236087
774	0.005095975893
775	0.005089888854
776	0.005049586543
777	0.005030318079
778	0.004992301556
779	0.004959822372
780	0.004943135292
781	0.004910322054
782	0.004894055238
783	0.004873860263
784	0.004851413823
785	0.0048298379
786	0.004797068497
787	0.00478892088
788	0.00476280813
789	0.004733753452
790	0.004713013696
791	0.004688499626
792	0.004656924368
793	0.004634919142
794	0.004616430473
795	0.004589341101
796	0.004559543512
797	0.004557240785
798	0.004541170138
799	0.004517385949
800	0.004491125013
801	0.004467751311
802	0.004461519227
803	0.004455991581
804	0.004434273524
805	0.00440691392
806	0.004382591413
807	0.004369443019
808	0.004345684608
809	0.004339968068
810	0.004325319684
811	0.004302678982
812	0.004287570821
813	0.004268287471
814	0.004249072696
815	0.004244929408
816	0.00422408014
817	0.004214558643
818	0.004197366418
819	0.004177022659
820	0.004158458475
821	0.004129774364
822	0.004109199002
823	0.004092234275
824	0.004066535703
825	0.004041546633
826	0.00401730776
827	0.004011772671
828	0.004004326537
829	0.003994650829
830	0.003974355719
831	0.003958370421
832	0.00394373316
833	0.003935331314
834	0.003916125421
835	0.003894712296
836	0.003874989533
837	0.003861307966
838	0.003855761031
839	0.003836956337
840	0.003816990938
841	0.003792460903
842	0.003781846572
843	0.003764120808
844	0.003752612505
845	0.003728063901
846	0.003713187105
847	0.003699334784
848	0.003670249995
849	0.003654134953
850	0.003623216845
851	0.003607676839
852	0.003586810581
853	0.00356947064
854	0.00356519589
855	0.003554572852
856	0.003541499619
857	0.003524494131
858	0.003501267168
859	0.003496904305
860	0.003478324228
861	0.003455806284
862	0.00342962636
863	0.003415410123
864	0.003404151429
865	0.003385473128
866	0.003361533696
867	0.003343444933
868	0.003330380055
869	0.00331057574
870	0.003286626123
871	0.003266254548
872	0.003257115731
873	0.003238625416
874	0.00322367327
875	0.003199777151
876	0.003186283877
877	0.003182254862
878	0.003167070952
879	0.003165658719
880	0.003150129693
881	0.003139183731
882	0.003122198312
883	0.003115015048
884	0.003112403833
885	0.003092933783
886	0.003073855488
887	0.00305224788
888	0.003035185823
889	0.003022326808
890	0.003003550234
891	0.002987372743
892	0.002977871294
893	0.002966977977
894	0.002955110826
895	0.002953700816
896	0.002939463309
897	0.002919962813
898	0.002907927442
899	0.002900314107
900	0.00288166226
901	0.002878509959
902	0.002864319756
903	0.002854532239
904	0.002847905537
905	0.002826633997
906	0.002816683238
907	0.002807080432
908	0.002786870681
909	0.002769960568
910	0.002760958356
911	0.002759063578
912	0.002757794422
913	0.002752194988
914	0.002731962348
915	0.002716896822
916	0.00270619064
917	0.002689722607
918	0.002674923527
919	0.00265752864
920	0.002647947832
921	0.002639759712
922	0.002637228083
923	0.002624490967
924	0.002611151511
925	0.002591797685
926	0.002577819069
927	0.002565946517
928	0.002553188784
929	0.002541354907
930	0.002530313774
931	0.002521725494
932	0.002511718619
933	0.002505417506
934	0.002495626017
935	0.002482814931
936	0.00247949449
937	0.00246949461
938	0.002457654454
939	0.002440450428
940	0.002426598729
941	0.002422168779
942	0.002419583395
943	0.002402143151
944	0.002387202459
945	0.00238033462
946	0.0023732938
947	0.002367260507
948	0.002349008228
949	0.002334210349
950	0.002330836923
951	0.00231753623
952	0.002302969449
953	0.002290591999
954	0.002288647622
955	0.00227567765
956	0.002265331187
957	0.002258431032
958	0.002255051442
959	0.002243438932
960	0.002229335172
961	0.002218756017
962	0.002213250842
963	0.002204829276
964	0.002193335769
965	0.002183379193
966	0.002174146815
967	0.002162445759
968	0.002154900612
969	0.002141366808
970	0.002131907689
971	0.002117595862
972	0.002109646852
973	0.002098885786
974	0.002089156986
975	0.002078440332
976	0.002067454257
977	0.002057094973
978	0.002047879735
979	0.002042588813
980	0.002040399919
981	0.002033696765
982	0.002023854209
983	0.002016946245
984	0.002014178155
985	0.002006976948
986	0.001996417258
987	0.001990184623
988	0.001983315745
989	0.001974880171
990	0.001962524533
991	0.001955201078
992	0.001944111345
993	0.001936555907
994	0.001930346607
995	0.001926430009
996	0.001915213487
997	0.001904690967
998	0.00189509465
999	0.001889649997
